Year,zipCode,causeOfDeath,Count
2016,93637,STK,13
2016,93638,STK,14
2016,93640,STK,3
2016,93641,STK,0
2016,93643,STK,3
2016,93644,STK,7
2016,93645,STK,0
2016,93646,STK,2
2016,93647,STK,1
2016,93648,STK,0
2016,93650,STK,1
2016,93651,STK,1
2016,93652,STK,0
2016,93653,STK,1
2016,93654,STK,9
2016,93656,STK,1
2016,93657,STK,19
2016,93660,STK,2
2016,93662,STK,9
2016,93664,STK,1
2016,93665,STK,1
2016,93666,STK,0
2016,93667,STK,1
2016,93668,STK,0
2016,93669,STK,0
2016,93673,STK,0
2016,93675,STK,2
2016,93683,STK,0
2016,93701,STK,2
2016,93702,STK,22
2016,93703,STK,11
2016,93704,STK,14
2016,93705,STK,14
2016,93706,STK,22
2016,93709,STK,0
2016,93710,STK,19
2016,93711,STK,21
2016,93712,STK,0
2016,93720,STK,20
2016,93721,STK,6
2016,93722,STK,30
2016,93723,STK,6
2016,93724,STK,0
2016,93725,STK,9
2016,93726,STK,22
2016,93727,STK,35
2016,93728,STK,10
2016,93730,STK,5
2016,93737,STK,1
2016,93747,STK,0
2016,93757,STK,0
2016,93776,STK,0
2016,93838,STK,0
2016,93901,STK,19
2016,93903,STK,0
2016,93905,STK,10
2016,93906,STK,24
2016,93907,STK,7
2016,93908,STK,4
2016,93920,STK,0
2016,93921,STK,1
2016,93922,STK,0
2016,93923,STK,13
2016,93924,STK,3
2016,93925,STK,1
2016,93926,STK,0
2016,93927,STK,2
2016,93929,STK,0
2016,93930,STK,8
2016,93932,STK,0
2016,93933,STK,6
2016,93936,STK,0
2016,93940,STK,22
2016,93950,STK,9
2016,93953,STK,2
2016,93954,STK,0
2016,93955,STK,13
2016,93960,STK,2
2016,94002,STK,19
2016,94003,STK,0
2016,94004,STK,0
2016,94005,STK,3
2016,94010,STK,18
2016,94012,STK,0
2016,94013,STK,0
2016,94014,STK,18
2016,94015,STK,25
2016,94017,STK,0
2016,94018,STK,0
2016,94019,STK,9
2016,94020,STK,1
2016,94021,STK,0
2016,94022,STK,5
2016,94024,STK,8
2016,94025,STK,13
2016,94027,STK,1
2016,94028,STK,4
2016,94030,STK,11
2016,94032,STK,0
2016,94035,STK,0
2016,94037,STK,1
2016,94038,STK,1
2016,94040,STK,14
2016,94041,STK,1
2016,94043,STK,6
2016,94044,STK,16
2016,94045,STK,0
2016,94060,STK,0
2016,94061,STK,11
2016,94062,STK,7
2016,94063,STK,5
2016,94064,STK,0
2016,94065,STK,2
2016,94066,STK,21
2016,94067,STK,1
2016,94070,STK,14
2016,94074,STK,0
2016,94080,STK,25
2016,94082,STK,0
2016,94083,STK,0
2016,94084,STK,0
2016,94085,STK,3
2016,94086,STK,13
2016,94087,STK,27
2016,94089,STK,5
2016,94098,STK,0
2016,94101,STK,0
2016,94102,STK,20
2016,94103,STK,19
2016,94104,STK,0
2016,94105,STK,0
2016,94107,STK,5
2016,94108,STK,18
2016,94109,STK,28
2016,94110,STK,21
2016,94111,STK,1
2016,94112,STK,39
2016,94113,STK,0
2016,94114,STK,9
2016,94115,STK,19
2016,94116,STK,35
2016,94117,STK,10
2016,94118,STK,14
2016,94121,STK,18
2016,94122,STK,30
2016,94123,STK,5
2016,94124,STK,11
2016,94127,STK,7
2016,94128,STK,0
2016,94129,STK,0
2016,94130,STK,0
2016,94131,STK,9
2016,94132,STK,18
2016,94133,STK,16
2016,94134,STK,13
2016,94135,STK,0
2016,94142,STK,0
2016,94143,STK,1
2016,94158,STK,0
2016,94167,STK,0
2016,94301,STK,2
2016,94303,STK,15
2016,94304,STK,2
2016,94305,STK,2
2016,94306,STK,10
2016,94308,STK,0
2016,94321,STK,0
2016,94350,STK,0
2016,94401,STK,12
2016,94402,STK,15
2016,94403,STK,14
2016,94404,STK,18
2016,94405,STK,0
2016,94406,STK,0
2016,94407,STK,0
2016,94410,STK,0
2016,94418,STK,0
2016,94433,STK,0
2016,94446,STK,0
2016,94468,STK,0
2016,94501,STK,29
2016,94502,STK,10
2016,94503,STK,7
2016,94505,STK,5
2016,94506,STK,6
2016,94507,STK,6
2016,94508,STK,0
2016,94509,STK,32
2016,94510,STK,13
2016,94511,STK,5
2016,94512,STK,0
2016,94513,STK,25
2016,94514,STK,0
2016,94515,STK,0
2016,94516,STK,0
2016,94517,STK,5
2016,94518,STK,19
2016,94519,STK,7
2016,94520,STK,15
2016,94521,STK,32
2016,94522,STK,0
2016,94523,STK,22
2016,94525,STK,2
2016,94526,STK,19
2016,94528,STK,0
2016,94530,STK,15
2016,94531,STK,18
2016,94533,STK,45
2016,94534,STK,19
2016,94535,STK,0
2016,94536,STK,20
2016,94537,STK,0
2016,94538,STK,29
2016,94539,STK,13
2016,94541,STK,33
2016,94542,STK,4
2016,94543,STK,0
2016,94544,STK,23
2016,94545,STK,16
2016,94546,STK,35
2016,94547,STK,8
2016,94548,STK,0
2016,94549,STK,14
2016,94550,STK,19
2016,94551,STK,7
2016,94552,STK,7
2016,94553,STK,17
2016,94554,STK,0
2016,94555,STK,7
2016,94556,STK,6
2016,94557,STK,0
2016,94558,STK,31
2016,94559,STK,16
2016,94560,STK,14
2016,94561,STK,11
2016,94562,STK,0
2016,94563,STK,11
2016,94564,STK,14
2016,94565,STK,31
2016,94566,STK,22
2016,94567,STK,1
2016,94568,STK,16
2016,94569,STK,0
2016,94571,STK,10
2016,94572,STK,4
2016,94573,STK,0
2016,94574,STK,4
2016,94575,STK,0
2016,94576,STK,1
2016,94577,STK,20
2016,94578,STK,18
2016,94579,STK,13
2016,94580,STK,12
2016,94581,STK,0
2016,94582,STK,4
2016,94583,STK,11
2016,94584,STK,0
2016,94585,STK,10
2016,94586,STK,0
2016,94587,STK,28
2016,94588,STK,10
2016,94589,STK,18
2016,94590,STK,17
2016,94591,STK,28
2016,94592,STK,1
2016,94594,STK,0
2016,94595,STK,40
2016,94596,STK,7
2016,94597,STK,8
2016,94598,STK,18
2016,94599,STK,3
2016,94600,STK,0
2016,94601,STK,22
2016,94602,STK,11
2016,94603,STK,13
2016,94604,STK,0
2016,94605,STK,20
2016,94606,STK,18
2016,94607,STK,14
2016,94608,STK,9
2016,94609,STK,10
2016,94610,STK,13
2016,94611,STK,21
2016,94612,STK,15
2016,94618,STK,3
2016,94619,STK,9
2016,94620,STK,0
2016,94621,STK,21
2016,94622,STK,0
2016,94634,STK,0
2016,94641,STK,0
2016,94648,STK,0
2016,94677,STK,0
2016,94695,STK,0
2016,94698,STK,0
2016,94701,STK,0
2016,94702,STK,11
2016,94703,STK,4
2016,94704,STK,2
2016,94705,STK,4
2016,94706,STK,7
2016,94707,STK,10
2016,94708,STK,7
2016,94709,STK,2
2016,94710,STK,3
2016,94712,STK,0
2016,94720,STK,0
2016,94747,STK,0
2016,94758,STK,0
2016,94768,STK,0
2016,94801,STK,5
2016,94802,STK,0
2016,94803,STK,10
2016,94804,STK,26
2016,94805,STK,8
2016,94806,STK,43
2016,94807,STK,0
2016,94808,STK,0
2016,94809,STK,1
2016,94814,STK,0
2016,94822,STK,0
2016,94824,STK,0
2016,94857,STK,0
2016,94880,STK,0
2016,94901,STK,12
2016,94903,STK,17
2016,94904,STK,5
2016,94910,STK,0
2016,94920,STK,7
2016,94922,STK,0
2016,94923,STK,0
2016,94924,STK,0
2016,94925,STK,6
2016,94928,STK,13
2016,94929,STK,1
2016,94930,STK,1
2016,94931,STK,4
2016,94933,STK,0
2016,94937,STK,0
2016,94938,STK,0
2016,94939,STK,2
2016,94940,STK,0
2016,94941,STK,7
2016,94945,STK,5
2016,94946,STK,0
2016,94947,STK,12
2016,94948,STK,0
2016,94949,STK,2
2016,94951,STK,3
2016,94952,STK,16
2016,94954,STK,9
2016,94956,STK,1
2016,94957,STK,0
2016,94960,STK,5
2016,94963,STK,0
2016,94964,STK,0
2016,94965,STK,3
2016,94966,STK,1
2016,94970,STK,0
2016,94972,STK,0
2016,94973,STK,0
2016,94974,STK,0
2016,95002,STK,0
2016,95003,STK,10
2016,95004,STK,1
2016,95005,STK,1
2016,95006,STK,2
2016,95007,STK,1
2016,95008,STK,19
2016,95010,STK,3
2016,95012,STK,4
2016,95013,STK,0
2016,95014,STK,22
2016,95015,STK,0
2016,95016,STK,1
2016,95017,STK,0
2016,95018,STK,2
2016,95019,STK,1
2016,95020,STK,22
2016,95023,STK,22
2016,95025,STK,0
2016,95027,STK,0
2016,95029,STK,0
2016,95030,STK,6
2016,95031,STK,0
2016,95032,STK,5
2016,95033,STK,5
2016,95035,STK,16
2016,95036,STK,0
2016,95037,STK,21
2016,95038,STK,0
2016,95039,STK,0
2016,95041,STK,0
2016,95043,STK,0
2016,95045,STK,1
2016,95046,STK,2
2016,95047,STK,0
2016,95050,STK,16
2016,95051,STK,11
2016,95054,STK,5
2016,95060,STK,12
2016,95061,STK,1
2016,95062,STK,16
2016,95063,STK,0
2016,95064,STK,0
2016,95065,STK,5
2016,95066,STK,6
2016,95067,STK,0
2016,95070,STK,11
2016,95071,STK,0
2016,95073,STK,2
2016,95075,STK,0
2016,95076,STK,25
2016,95085,STK,0
2016,95087,STK,0
2016,95101,STK,0
2016,95102,STK,0
2016,95106,STK,0
2016,95110,STK,4
2016,95111,STK,8
2016,95112,STK,15
2016,95113,STK,0
2016,95115,STK,0
2016,95116,STK,18
2016,95117,STK,12
2016,95118,STK,7
2016,95119,STK,4
2016,95120,STK,12
2016,95121,STK,16
2016,95122,STK,20
2016,95123,STK,17
2016,95124,STK,16
2016,95125,STK,19
2016,95126,STK,11
2016,95127,STK,26
2016,95128,STK,14
2016,95129,STK,14
2016,95130,STK,2
2016,95131,STK,10
2016,95132,STK,12
2016,95133,STK,8
2016,95134,STK,3
2016,95135,STK,10
2016,95136,STK,10
2016,95137,STK,0
2016,95138,STK,6
2016,95139,STK,1
2016,95140,STK,0
2016,95144,STK,0
2016,95148,STK,14
2016,95153,STK,0
2016,95176,STK,0
2016,95185,STK,0
2016,95201,STK,0
2016,95202,STK,3
2016,95203,STK,10
2016,95204,STK,29
2016,95205,STK,16
2016,95206,STK,26
2016,95207,STK,31
2016,95209,STK,30
2016,95210,STK,23
2016,95212,STK,13
2016,95215,STK,20
2016,95216,STK,0
2016,95219,STK,13
2016,95220,STK,9
2016,95221,STK,1
2016,95222,STK,1
2016,95223,STK,2
2016,95224,STK,0
2016,95225,STK,1
2016,95226,STK,0
2016,95227,STK,0
2016,95228,STK,0
2016,95229,STK,0
2016,95230,STK,0
2016,95231,STK,2
2016,95232,STK,0
2016,95233,STK,1
2016,95236,STK,2
2016,95237,STK,1
2016,95240,STK,28
2016,95241,STK,0
2016,95242,STK,20
2016,95245,STK,1
2016,95246,STK,1
2016,95247,STK,3
2016,95248,STK,0
2016,95249,STK,5
2016,95251,STK,0
2016,95252,STK,3
2016,95253,STK,0
2016,95254,STK,1
2016,95255,STK,3
2016,95257,STK,0
2016,95258,STK,2
2016,95301,STK,16
2016,95303,STK,0
2016,95304,STK,1
2016,95305,STK,0
2016,95306,STK,0
2016,95307,STK,15
2016,95308,STK,0
2016,95309,STK,0
2016,95310,STK,5
2016,95311,STK,0
2016,95312,STK,0
2016,95313,STK,0
2016,95315,STK,2
2016,95316,STK,2
2016,95317,STK,0
2016,95318,STK,0
2016,95319,STK,0
2016,95320,STK,11
2016,95321,STK,1
2016,95322,STK,4
2016,95323,STK,0
2016,95324,STK,2
2016,95325,STK,0
2016,95326,STK,6
2016,95327,STK,4
2016,95328,STK,2
2016,95329,STK,1
2016,95330,STK,6
2016,95333,STK,3
2016,95334,STK,4
2016,95335,STK,1
2016,95336,STK,18
2016,95337,STK,6
2016,95338,STK,8
2016,95340,STK,26
2016,95341,STK,14
2016,95344,STK,0
2016,95345,STK,0
2016,95346,STK,1
2016,95347,STK,0
2016,95348,STK,7
2016,95350,STK,43
2016,95351,STK,8
2016,95352,STK,0
2016,95353,STK,0
2016,95354,STK,14
2016,95355,STK,33
2016,95356,STK,19
2016,95357,STK,9
2016,95358,STK,9
2016,95360,STK,1
2016,95361,STK,12
2016,95363,STK,7
2016,95364,STK,0
2016,95365,STK,2
2016,95366,STK,9
2016,95367,STK,4
2016,95368,STK,4
2016,95369,STK,1
2016,95370,STK,19
2016,95372,STK,2
2016,95374,STK,1
2016,95375,STK,0
2016,95376,STK,24
2016,95377,STK,9
2016,95378,STK,0
2016,95379,STK,2
2016,95380,STK,10
2016,95381,STK,0
2016,95382,STK,14
2016,95383,STK,3
2016,95385,STK,1
2016,95386,STK,0
2016,95387,STK,0
2016,95388,STK,6
2016,95389,STK,1
2016,95391,STK,0
2016,95401,STK,13
2016,95402,STK,0
2016,95403,STK,36
2016,95404,STK,19
2016,95405,STK,14
2016,95407,STK,8
2016,95409,STK,25
2016,95410,STK,0
2016,95412,STK,0
2016,95413,STK,1
2016,95414,STK,0
2016,95415,STK,0
2016,95417,STK,1
2016,95419,STK,0
2016,95420,STK,0
2016,95421,STK,0
2016,95422,STK,14
2016,95423,STK,4
2016,95424,STK,0
2016,95425,STK,1
2016,95426,STK,2
2016,95427,STK,0
2016,95428,STK,0
2016,95431,STK,0
2016,95432,STK,0
2016,95433,STK,0
2016,95434,STK,0
2016,95435,STK,0
2016,95436,STK,0
2016,95437,STK,6
2016,95439,STK,0
2016,95441,STK,0
2016,95442,STK,0
2016,95443,STK,0
2016,95444,STK,0
2016,95445,STK,1
2016,95446,STK,4
2016,95447,STK,0
2016,95448,STK,10
2016,95449,STK,2
2016,95450,STK,0
2016,95451,STK,10
2016,95452,STK,1
2016,95453,STK,5
2016,95454,STK,1
2016,95456,STK,3
2016,95457,STK,3
2016,95458,STK,0
2016,95459,STK,0
2016,95460,STK,1
2016,95461,STK,0
2016,95462,STK,0
2016,95464,STK,0
2016,95465,STK,0
2016,95466,STK,0
2016,95467,STK,4
2016,95468,STK,0
2016,95469,STK,0
2016,95470,STK,4
2016,95471,STK,0
2016,95472,STK,19
2016,95475,STK,0
2016,95476,STK,30
2016,95479,STK,0
2016,95480,STK,0
2016,95481,STK,0
2016,95482,STK,12
2016,95485,STK,0
2016,95486,STK,0
2016,95490,STK,6
2016,95492,STK,15
2016,95493,STK,0
2016,95494,STK,0
2016,95497,STK,1
2016,95501,STK,18
2016,95502,STK,0
2016,95503,STK,21
2016,95511,STK,0
2016,95512,STK,0
2016,95514,STK,0
2016,95518,STK,0
2016,95519,STK,22
2016,95521,STK,9
2016,95524,STK,1
2016,95525,STK,0
2016,95526,STK,2
2016,95527,STK,0
2016,95528,STK,1
2016,95529,STK,0
2016,95531,STK,7
2016,95536,STK,2
2016,95537,STK,0
2016,95540,STK,15
2016,95542,STK,1
2016,95543,STK,0
2016,95545,STK,0
2016,95546,STK,0
2016,95547,STK,1
2016,95548,STK,1
2016,95549,STK,0
2016,95550,STK,0
2016,95551,STK,1
2016,95552,STK,0
2016,95553,STK,0
2016,95554,STK,0
2016,95555,STK,1
2016,95556,STK,0
2016,95558,STK,0
2016,95559,STK,0
2016,95560,STK,2
2016,95562,STK,2
2016,95563,STK,1
2016,95564,STK,0
2016,95565,STK,1
2016,95567,STK,1
2016,95569,STK,1
2016,95570,STK,1
2016,95571,STK,0
2016,95573,STK,2
2016,95584,STK,0
2016,95585,STK,0
2016,95587,STK,0
2016,95589,STK,1
2016,95591,STK,0
2016,95595,STK,0
2016,95600,STK,0
2016,95601,STK,0
2016,95602,STK,16
2016,95603,STK,26
2016,95604,STK,0
2016,95605,STK,7
2016,95606,STK,0
2016,95607,STK,0
2016,95608,STK,38
2016,95610,STK,23
2016,95611,STK,0
2016,95612,STK,1
2016,95613,STK,0
2016,95614,STK,2
2016,95615,STK,0
2016,95616,STK,19
2016,95617,STK,0
2016,95618,STK,6
2016,95619,STK,3
2016,95620,STK,6
2016,95621,STK,14
2016,95622,STK,0
2016,95623,STK,3
2016,95624,STK,18
2016,95625,STK,0
2016,95626,STK,4
2016,95627,STK,1
2016,95628,STK,32
2016,95629,STK,0
2016,95630,STK,28
2016,95631,STK,8
2016,95632,STK,6
2016,95633,STK,2
2016,95634,STK,1
2016,95635,STK,0
2016,95636,STK,1
2016,95637,STK,0
2016,95638,STK,3
2016,95639,STK,1
2016,95640,STK,5
2016,95641,STK,1
2016,95642,STK,5
2016,95645,STK,2
2016,95646,STK,0
2016,95647,STK,0
2016,95648,STK,28
2016,95650,STK,8
2016,95651,STK,1
2016,95653,STK,0
2016,95654,STK,0
2016,95655,STK,1
2016,95656,STK,0
2016,95658,STK,6
2016,95659,STK,0
2016,95660,STK,15
2016,95661,STK,25
2016,95662,STK,21
2016,95663,STK,3
2016,95664,STK,0
2016,95665,STK,2
2016,95666,STK,3
2016,95667,STK,20
2016,95668,STK,1
2016,95669,STK,1
2016,95670,STK,27
2016,95671,STK,0
2016,95672,STK,2
2016,95673,STK,2
2016,95674,STK,1
2016,95675,STK,1
2016,95677,STK,10
2016,95678,STK,13
2016,95679,STK,0
2016,95681,STK,1
2016,95682,STK,12
2016,95683,STK,7
2016,95684,STK,1
2016,95685,STK,1
2016,95686,STK,1
2016,95687,STK,39
2016,95688,STK,13
2016,95689,STK,3
2016,95690,STK,0
2016,95691,STK,15
2016,95692,STK,1
2016,95693,STK,3
2016,95694,STK,4
2016,95695,STK,20
2016,95696,STK,0
2016,95697,STK,0
2016,95698,STK,0
2016,95701,STK,0
2016,95702,STK,0
2016,95703,STK,1
2016,95704,STK,0
2016,95706,STK,1
2016,95709,STK,0
2016,95712,STK,0
2016,95713,STK,4
2016,95714,STK,1
2016,95715,STK,1
2016,95717,STK,1
2016,95720,STK,0
2016,95721,STK,0
2016,95722,STK,5
2016,95723,STK,0
2016,95726,STK,2
2016,95728,STK,0
2016,95729,STK,0
2016,95730,STK,0
2016,95735,STK,0
2016,95736,STK,0
2016,95741,STK,0
2016,95742,STK,1
2016,95746,STK,8
2016,95747,STK,26
2016,95756,STK,0
2016,95757,STK,10
2016,95758,STK,27
2016,95759,STK,0
2016,95760,STK,1
2016,95762,STK,15
2016,95765,STK,12
2016,95767,STK,0
2016,95776,STK,2
2016,95804,STK,0
2016,95806,STK,0
2016,95807,STK,0
2016,95808,STK,0
2016,95811,STK,1
2016,95812,STK,0
2016,95813,STK,0
2016,95814,STK,10
2016,95815,STK,9
2016,95816,STK,9
2016,95817,STK,6
2016,95818,STK,11
2016,95819,STK,7
2016,95820,STK,19
2016,95821,STK,21
2016,95822,STK,31
2016,95823,STK,30
2016,95824,STK,12
2016,95825,STK,27
2016,95826,STK,11
2016,95827,STK,10
2016,95828,STK,31
2016,95829,STK,9
2016,95830,STK,0
2016,95831,STK,35
2016,95832,STK,3
2016,95833,STK,5
2016,95834,STK,8
2016,95835,STK,6
2016,95836,STK,0
2016,95837,STK,0
2016,95838,STK,16
2016,95841,STK,13
2016,95842,STK,7
2016,95843,STK,16
2016,95846,STK,0
2016,95851,STK,0
2016,95858,STK,0
2016,95860,STK,0
2016,95862,STK,0
2016,95864,STK,11
2016,95866,STK,0
2016,95867,STK,0
2016,95872,STK,0
2016,95878,STK,0
2016,95899,STK,0
2016,95901,STK,15
2016,95903,STK,0
2016,95906,STK,0
2016,95912,STK,0
2016,95913,STK,0
2016,95914,STK,1
2016,95916,STK,0
2016,95917,STK,2
2016,95918,STK,2
2016,95919,STK,0
2016,95920,STK,0
2016,95921,STK,0
2016,95922,STK,0
2016,95923,STK,1
2016,95924,STK,1
2016,95926,STK,16
2016,95927,STK,0
2016,95928,STK,13
2016,95932,STK,3
2016,95934,STK,0
2016,95935,STK,0
2016,95936,STK,0
2016,95937,STK,0
2016,95938,STK,2
2016,95939,STK,0
2016,95941,STK,0
2016,95942,STK,0
2016,95943,STK,0
2016,95945,STK,23
2016,95946,STK,5
2016,95947,STK,0
2016,95948,STK,8
2016,95949,STK,9
2016,95950,STK,1
2016,95951,STK,2
2016,95952,STK,0
2016,95953,STK,7
2016,95954,STK,4
2016,95955,STK,1
2016,95956,STK,1
2016,95957,STK,1
2016,95959,STK,8
2016,95960,STK,1
2016,95961,STK,10
2016,95962,STK,1
2016,95963,STK,15
2016,95965,STK,19
2016,95966,STK,19
2016,95968,STK,0
2016,95969,STK,27
2016,95970,STK,0
2016,95971,STK,5
2016,95972,STK,1
2016,95973,STK,22
2016,95974,STK,0
2016,95975,STK,2
2016,95977,STK,2
2016,95978,STK,0
2016,95979,STK,2
2016,95980,STK,0
2016,95981,STK,0
2016,95982,STK,3
2016,95983,STK,0
2016,95984,STK,0
2016,95986,STK,0
2016,95987,STK,0
2016,95988,STK,2
2016,95991,STK,26
2016,95992,STK,0
2016,95993,STK,22
2016,95996,STK,0
2016,96001,STK,17
2016,96002,STK,20
2016,96003,STK,27
2016,96004,STK,0
2016,96006,STK,0
2016,96007,STK,13
2016,96008,STK,0
2016,96009,STK,1
2016,96010,STK,0
2016,96011,STK,0
2016,96013,STK,2
2016,96014,STK,0
2016,96015,STK,0
2016,96016,STK,0
2016,96017,STK,0
2016,96019,STK,7
2016,96020,STK,2
2016,96021,STK,6
2016,96022,STK,5
2016,96023,STK,2
2016,96024,STK,0
2016,96025,STK,0
2016,96027,STK,1
2016,96028,STK,1
2016,96031,STK,0
2016,96032,STK,2
2016,96033,STK,0
2016,96034,STK,1
2016,96035,STK,0
2016,96037,STK,0
2016,96038,STK,1
2016,96039,STK,1
2016,96040,STK,0
2016,96041,STK,2
2016,96044,STK,1
2016,96046,STK,0
2016,96047,STK,0
2016,96048,STK,2
2016,96049,STK,0
2016,96050,STK,2
2016,96051,STK,0
2016,96052,STK,1
2016,96054,STK,0
2016,96055,STK,4
2016,96056,STK,1
2016,96057,STK,0
2016,96058,STK,0
2016,96059,STK,0
2016,96062,STK,0
2016,96063,STK,0
2016,96064,STK,1
2016,96065,STK,0
2016,96067,STK,5
2016,96069,STK,2
2016,96070,STK,0
2016,96073,STK,2
2016,96074,STK,0
2016,96075,STK,1
2016,96076,STK,0
2016,96078,STK,0
2016,96080,STK,18
2016,96084,STK,0
2016,96085,STK,0
2016,96086,STK,0
2016,96087,STK,0
2016,96088,STK,3
2016,96089,STK,0
2016,96090,STK,0
2016,96091,STK,0
2016,96092,STK,0
2016,96093,STK,1
2016,96094,STK,5
2016,96096,STK,0
2016,96097,STK,7
2016,96101,STK,6
2016,96103,STK,0
2016,96104,STK,0
2016,96105,STK,0
2016,96106,STK,1
2016,96107,STK,0
2016,96108,STK,0
2016,96109,STK,0
2016,96110,STK,0
2016,96111,STK,0
2016,96112,STK,0
2016,96113,STK,0
2016,96114,STK,0
2016,96115,STK,1
2016,96116,STK,1
2016,96117,STK,0
2016,96118,STK,2
2016,96120,STK,0
2016,96121,STK,0
2016,96122,STK,2
2016,96124,STK,2
2016,96125,STK,0
2016,96126,STK,0
2016,96127,STK,0
2016,96128,STK,0
2016,96130,STK,6
2016,96132,STK,0
2016,96133,STK,1
2016,96134,STK,3
2016,96137,STK,1
2016,96140,STK,1
2016,96141,STK,0
2016,96142,STK,0
2016,96143,STK,1
2016,96145,STK,0
2016,96146,STK,0
2016,96148,STK,1
2016,96150,STK,10
2016,96155,STK,0
2016,96158,STK,0
2016,96160,STK,0
2016,96161,STK,5
2016,99999,STK,11
