Year,zipCode,causeOfDeath,Count
2016,92782,Stroke,5
2016,92783,Stroke,0
2016,92785,Stroke,0
2016,92786,Stroke,0
2016,92801,Stroke,29
2016,92802,Stroke,16
2016,92803,Stroke,2
2016,92804,Stroke,35
2016,92805,Stroke,14
2016,92806,Stroke,10
2016,92807,Stroke,28
2016,92808,Stroke,7
2016,92809,Stroke,0
2016,92813,Stroke,0
2016,92815,Stroke,0
2016,92818,Stroke,0
2016,92821,Stroke,17
2016,92823,Stroke,4
2016,92824,Stroke,0
2016,92825,Stroke,0
2016,92827,Stroke,0
2016,92830,Stroke,0
2016,92831,Stroke,14
2016,92832,Stroke,13
2016,92833,Stroke,33
2016,92834,Stroke,0
2016,92835,Stroke,25
2016,92837,Stroke,0
2016,92838,Stroke,0
2016,92840,Stroke,30
2016,92841,Stroke,10
2016,92842,Stroke,0
2016,92843,Stroke,17
2016,92844,Stroke,5
2016,92845,Stroke,14
2016,92856,Stroke,0
2016,92860,Stroke,9
2016,92861,Stroke,6
2016,92863,Stroke,0
2016,92865,Stroke,16
2016,92866,Stroke,10
2016,92867,Stroke,13
2016,92868,Stroke,12
2016,92869,Stroke,23
2016,92870,Stroke,21
2016,92872,Stroke,0
2016,92878,Stroke,0
2016,92879,Stroke,17
2016,92880,Stroke,13
2016,92881,Stroke,12
2016,92882,Stroke,24
2016,92883,Stroke,7
2016,92885,Stroke,0
2016,92886,Stroke,16
2016,92887,Stroke,9
2016,92891,Stroke,1
2016,92892,Stroke,0
2016,92896,Stroke,0
2016,92920,Stroke,0
2016,92923,Stroke,0
2016,92928,Stroke,0
2016,92935,Stroke,1
2016,92948,Stroke,0
2016,92950,Stroke,0
2016,92955,Stroke,0
2016,92956,Stroke,0
2016,92961,Stroke,0
2016,92970,Stroke,0
2016,92973,Stroke,0
2016,92978,Stroke,0
2016,93001,Stroke,11
2016,93002,Stroke,0
2016,93003,Stroke,38
2016,93004,Stroke,16
2016,93007,Stroke,0
2016,93010,Stroke,35
2016,93012,Stroke,29
2016,93013,Stroke,7
2016,93015,Stroke,8
2016,93018,Stroke,0
2016,93021,Stroke,5
2016,93022,Stroke,1
2016,93023,Stroke,15
2016,93030,Stroke,17
2016,93033,Stroke,31
2016,93035,Stroke,12
2016,93036,Stroke,8
2016,93040,Stroke,1
2016,93041,Stroke,10
2016,93043,Stroke,0
2016,93044,Stroke,0
2016,93045,Stroke,0
2016,93060,Stroke,18
2016,93062,Stroke,0
2016,93063,Stroke,28
2016,93065,Stroke,22
2016,93066,Stroke,4
2016,93067,Stroke,0
2016,93101,Stroke,12
2016,93102,Stroke,0
2016,93103,Stroke,10
2016,93105,Stroke,21
2016,93106,Stroke,0
2016,93108,Stroke,11
2016,93109,Stroke,5
2016,93110,Stroke,10
2016,93111,Stroke,9
2016,93117,Stroke,15
2016,93120,Stroke,0
2016,93121,Stroke,0
2016,93124,Stroke,0
2016,93141,Stroke,0
2016,93162,Stroke,0
2016,93167,Stroke,0
2016,93201,Stroke,0
2016,93202,Stroke,0
2016,93203,Stroke,3
2016,93204,Stroke,1
2016,93205,Stroke,2
2016,93206,Stroke,0
2016,93207,Stroke,0
2016,93208,Stroke,0
2016,93210,Stroke,8
2016,93211,Stroke,0
2016,93212,Stroke,7
2016,93215,Stroke,4
2016,93216,Stroke,0
2016,93218,Stroke,2
2016,93219,Stroke,3
2016,93221,Stroke,4
2016,93222,Stroke,1
2016,93223,Stroke,1
2016,93224,Stroke,0
2016,93225,Stroke,3
2016,93226,Stroke,0
2016,93227,Stroke,0
2016,93230,Stroke,28
2016,93234,Stroke,1
2016,93235,Stroke,0
